location_id,name,state,description,latitude,longitude,category,activities_offered,popularity_score,places_to_visit,category_mapped,num_activities,num_places_to_visit,popularity_level,geo_cluster,description_embedding,description_sentiment
29,Malshej Ghat,Maharashtra,"a mountain pass in the western ghats, known for its scenic beauty, waterfalls (especially during the monsoon), and mist-covered hills. a popular getaway for nature lovers.",-20.344772,166.978434,remote nature-based locations,"bird watching, meditation, star gazing, cycling, relaxation",4800,"shivneri fort, naneghat, harishchandragad, girijatmaka temple",remote_nature,5,4,Low,3,"[0.321461760743428, 0.1518459981696586, -0.18302596051925554, -0.04584140138830353, -0.07245931640978005, 0.17442588894796107, -0.057983152326408015, 0.10995670096438774, -0.008554972655715797, 0.00283241921851925, -0.20203205054446516, 0.04051977822239466, -0.34553880500226547, 0.05129498299606008, 0.05588610022267646, 0.14063707391195174, 0.268472387698383, -0.005029254427852008, 0.13604900132439224, -0.18493520811505826, 0.12482316400893924, -0.2810742455409775, 0.20566837157121043, 0.15924830301437706, 0.06585612351988437, 0.14746719278556525, 0.07337857389004818, -0.002007189214784518, -0.00901511776131253, 0.18532488462472085, 0.05726467796337838, 0.09098453901159653, -0.039056679039676946, -0.08204798650451185, -0.0042464900473210805, 0.3198909377532677, -0.008164247779830451, 0.12563292033912088, 0.005692188074362581, 0.09633111566863811, 0.15306114203683394, 0.05800052918476045, -0.04230149729975739, 0.11185710438443722, -0.0033037010890275866, 0.037028210170915135, 0.07990729449815698, -0.13585289588811633, -0.0849229989553237, -0.0020866715521144774, -0.13590378231210648, 0.045085608129017365, -0.016398917019045726, -0.06183357461129333]",0.19999999999999998
30,Saputara,Gujarat,"a planned hill station in the dang district, offering a pleasant climate, lush green landscapes, and attractions like saputara lake and various viewpoints.",54.299841,-88.820809,remote nature-based locations,"water sports, historical exploration",1600,"saputara hill station, saputara lake, step garden",remote_nature,2,3,Low,0,"[0.24161432223888293, 0.17291613585261145, -0.11359589766972299, -0.1614937606783188, 0.19573420925938662, -0.2545422336466653, 0.02386761679004775, -0.03730133469914053, 0.24583028664082682, -0.13947547938787505, 0.2847418671484658, 0.15440200214006822, -0.039654448608154924, 0.03617484355567745, -0.2828031769603758, 0.04821079648370044, -0.09443163908798444, 0.3621838015215072, 0.11774762918899735, 0.143303114190189, -0.0936830432509487, -0.19248118933124922, -0.0509738707796515, -0.07645835745956504, 0.028858199688622486, 0.049802150526852385, -0.05009944690044996, 0.004127956442362023, -0.02055833270809999, -0.03807927894034967, 0.0075852920917766405, 0.09907346442967885, 0.08725451181799578, 0.0857365827725489, -0.15930503785651298, -0.11421132100549673, 0.13100858963165654, 0.010184551834148091, -0.08457524332169306, 0.042043888165639975, 0.16215783803966533, 0.18475219912884333, 0.04616719245128193, 0.16354462170343886, -0.1312581413798779, 0.15010698724592447, -0.05904529519000561, -0.09179898445464348, -0.05515510684720767, 0.1319558465498311, 0.03999811244381792, 0.07905970152172614, -0.04864656145694059, 0.010496547111472371]",0.15833333333333333
31,Lonar Crater Lake,Maharashtra,a unique saline soda lake formed by a meteorite impact. its unusual ecosystem and geological significance make it a fascinating and less-visited site.,-18.466328,159.127804,local or weekend getaways,trekking,1200,"chalukya style shri daitya sudan temple, gomukh temple, lonar lake sarovar, kamalja devi temple,",local_getaway,1,5,Low,3,"[0.13008685888590615, -0.01766191098395473, 0.2477188104412632, -0.031681619035763796, 0.06580903424155433, -0.09618086615885815, 0.032937750170560984, -0.054994485302720636, 0.41510181661833984, 0.03695081190371089, 0.2366101182028522, -0.02110456033374347, -0.3838138144052965, -0.13048315388694778, 0.12792336023897838, 0.1067034645350956, -0.001957005556373987, -0.2653460394729108, -0.16873853846337275, 0.18749055055879657, 0.1491921655927801, 0.10319998531613345, -0.0052834577443017375, 0.10978386462675732, 0.05981284898350839, 0.07232399082616624, -0.02049485611327852, -0.24074811505259855, -0.1267180367809459, 0.06999011758496962, -0.014076389145852875, -0.19570904941885087, -0.11856645169144882, 0.1182963476114859, -0.25896826240013965, -0.023011610221354322, -0.09186997812008474, -0.008095957272776498, -0.09208134657998937, 0.16333495163894343, 0.027110833057993278, -0.12827226759113555, 0.015510102136582746, -0.07371742748398537, 0.058768874879607344, 0.05095675190388493, 0.03782935931261076, 0.03335252671913526, -0.022448813027633904, -0.018850523960662897, -0.003939391996414845, 0.03180264535773015, -0.04652060171081467, 0.004987904421767943]",0.425
32,Jawhar,Maharashtra,"a tribal-dominated hill station known for its warli art, traditional culture, and scenic viewpoints. offers a glimpse into the indigenous heritage of the region.",-37.013165,-60.815129,remote nature-based locations,"nature walks, water sports, boating",1400,"hanuman point, shirpamal, khadkhad dam, dabhosa waterhalls, jawhar palace",remote_nature,3,5,Low,2,"[0.426042488643417, 0.15503750483223522, -0.07475516401410269, 0.3386051934493097, 0.26770625613329146, -0.015429423111334623, -0.15378027849389111, 0.0934265757154134, -0.08978002857531865, -0.09223458401424423, 0.03094135651468035, -0.1584944115591992, 0.06150934562485696, 0.03713706220367819, -0.27220902222762544, -0.022374775318923734, -0.05388387518751139, -0.04261149148395046, -0.04519717595880894, 0.029525305423707626, 0.16050923842449624, -0.08116953550024915, 0.12480183785452063, 0.05001736771525685, 0.10448861583477258, -0.07149737393845214, -0.019895842707750907, -0.13216556630339105, -0.0763400531701347, 0.1041005684060012, -0.12324599642454698, 0.05593379347993892, -0.1074720043506571, 0.0019055630333897422, 0.1095712934960914, -0.1936712881195579, -0.06786667966204166, -0.03556568761825336, -0.014956608278938563, -0.07828876207935688, 0.00836716967257242, 0.07455366363160205, 0.0330762465358117, 0.030405058391289676, 0.16962375532036228, 0.166099985110989, 0.12904822841069385, 0.25410853100965886, -0.006459318845438231, 0.0625553026416841, -0.14680299498783456, -0.13336330612714498, 0.06311832051122496, -0.23405548304865786]",0.05
33,Champaner-Pavagadh Archaeological Park (Lesser-Visited Sections),Gujarat,"while a unesco world heritage site, explore the less-visited sections of this historical park, which encompasses ancient hindu and islamic architecture, offering a deeper dive into its rich past.",-63.40169,-120.78927,"local or weekend getaways, spiritual and religious retreats","fishing, mounting climbing, trekking",1000,"pavagadh hill,  jami masjid, pavagadh fort,  maa mahakalika temple,",local_religious,3,5,Low,2,"[0.23383687200499703, -0.13935335021783862, 0.3756796203524707, -0.05284726626257822, 0.2280880711462968, 0.13665049464239973, 0.00509540940303096, 0.055605290927887324, 0.06697213260465118, -0.21767492438311453, 0.14052509046330938, -0.16161251480409927, -0.14084943041996936, 0.11880150189280353, -0.1462027667768937, -0.018523410960473347, 0.03895682479386737, 0.047362580165622566, -0.22659927415879347, -0.1341376975968037, -0.09872230986730043, 0.13764026311782945, -0.00395525986414327, 0.18514414056710943, -0.14131939565857946, 0.27274244852121576, -0.020185693077044237, -0.017606370757618447, 0.03666607611798025, -0.10964278974644276, -0.24107087140252187, -0.06487057233826278, 0.0337857804999332, -0.08272650339754149, 0.14427729975613474, 0.17719195640224514, -0.0806627799683439, -0.1916194483334378, 0.20645185293794366, -0.08832914119653579, -0.050244823297792375, 0.2545186115011229, -0.08468691811801052, 0.06692077203846665, -0.021169750488379, -0.02832587351229184, -0.051905229596862404, -0.00853403898237617, 0.006330208185966139, 0.00863997090058144, 0.04633401565137312, 0.04427230587902435, -0.07856661682301465, 0.026222640825169632]",0.041666666666666664
34,Tarkarli,Maharashtra,"a coastal town known for its pristine white-sand beaches, clear turquoise waters, and opportunities for scuba diving and snorkeling. offers a quieter alternative to more crowded beaches.",-36.847715,58.744106,beachfront and coastal retreats,"ziplining, yoga, water sports",8800,"tarkarli beach, sindhudurg fort, devbagh beach",beach_retreat,3,3,Medium,1,"[0.2255746733549555, 0.02616997184530868, 0.10824832418497654, -0.053173711184284246, -0.2336334719410443, -0.035440228707623964, -0.13332386226642953, 0.2725404363811452, -0.2845019236213166, 0.13078098510557556, 0.37230987963622236, 0.22719958592935188, 0.09291914617304808, -0.08027667295869635, 0.210888509724992, -0.0037527359920454676, -0.12872108256622566, -0.05173104496355892, -0.10178711361798305, -0.10457729162049406, -0.02581095210765426, -0.14573774639906387, 0.14572831794673774, 0.11803222601781006, 0.15419903169735527, -0.03982661064490637, -0.20154216184525006, -0.06706569599451744, 0.05658057038557883, -0.10495092113069494, 0.05329012857097267, 0.04965890865535357, -0.23091073186594394, -0.14991391923043476, -0.15585218934155293, -0.09680780701371608, 0.07430024048269446, -0.11206666569870946, 0.22847848179952204, 0.09475793466270278, 0.006253801461643716, 0.13497154923658689, 0.07538396770642077, 0.06150912490796199, 0.04708153438332244, 0.02430090208556268, -0.019801809965511386, -0.0925869613557627, -0.001379794145257504, -0.10175688942478547, 0.05948126516806045, -0.07831386223303355, 0.046673939450890635, 0.010527628243117457]",0.2333333333333333
35,Polo Forest,Gujarat,"an ancient forest with archaeological ruins of temples and a fort hidden amidst the dense greenery. offers a blend of history, nature, and tranquility.",-37.189132,-116.623743,remote nature-based locations,"trekking, historical visit , nature visit",800,"sarneshwar temple, vanaj dam, ancient shiva temple, jain temple ruins, harnav river",remote_nature,3,5,Low,2,"[0.27501522237093856, 0.06158151593886026, 0.2713585582305684, -0.3134076402572442, 0.030587180767595167, 0.22633313945879577, -0.06290298196882832, -0.3122874448303552, 0.009934711966707553, 0.10407669862011695, -0.13439020145104766, -0.015365420961593615, 0.2888338559074108, -0.08853829007008016, -0.12359317191204787, -0.20888865992183192, 0.18114584168537218, -0.06583948127237044, 0.14795318127166512, 0.1625606959883114, 0.09795034398827067, -0.05584768653553952, 0.002665091200597154, 0.09389095562806792, 0.02083935322570536, -0.0289428233267974, 0.005159756950725585, -0.052996014049072705, 0.21319102163407047, 0.10313641530379795, 0.05444541674576836, 0.007308227136600029, -0.2420694968497608, 0.04591447296776191, -0.015805807521749142, -0.006354651757076566, 0.13692287255152877, -0.0548685318919584, 0.06307168531592797, -0.05435841719220451, -0.033814050510793614, -0.018732644630421978, 0.006714581614742024, 0.027173178162697355, 0.014194506733982735, 0.17990859747375187, -0.09446287850486765, 0.058561624914501745, -0.05503628542122273, -0.12495189702021936, -0.006299134832388035, 0.12291231738189079, -0.2733310618190039, -0.008511293057883847]",-0.05416666666666666
36,Amboli,Maharashtra,"a lesser-known hill station in the sahyadri ranges, known for its high rainfall, numerous waterfalls, and rich biodiversity. a haven for nature enthusiasts and those seeking solitude.",44.312269,21.536706,remote nature-based locations,"cycling, fishing, relaxation, bird watching, wildlife safari",600,"amboli falls, madhavgad fort, shirgaonkar point, harinya keshi temple",remote_nature,5,4,Low,1,"[0.30158332026867574, 0.315160094713354, -0.017992237945699544, -0.07251583905556275, 0.15111774937036215, 0.05116010905778781, -0.22555480854399654, 0.17824398229090327, 0.13329791707063368, -0.03459568969355575, -0.1609664897956068, -0.0011355859008986657, -0.0575127664509499, 0.04576011846559439, 0.33093550134872457, -0.1055787708289614, -0.20380115011198574, 0.18499405900025617, 0.0712491256365728, -0.2844439224261378, -0.011269443454604797, -0.013903700138736624, -0.07214479721946548, -0.002619286772714143, -0.04337075247307182, 0.145013570351735, 0.0015263561445619763, -0.030471167988581252, 0.04717590404390529, 0.05053912111460429, 0.17266830293920854, -0.20608996943584762, -0.013266577415456216, 0.1945436223682646, 0.06966308099676519, -0.14166853160586115, -0.0787182153161367, 0.04525061147227896, 0.03937221186190294, -0.03253800667814255, -0.18350664343086717, -0.010878699327902554, -0.03126305459276542, -0.08641136476705731, 0.05876837375914269, 0.1805171881169652, -0.2897800131435495, -0.04145124567222597, -0.040840193264077396, 0.08242915511877671, -0.07177602973486705, -0.06477069274158018, 0.01787028302979919, 0.03189320136009206]",0.17833333333333334
37,Pachmarhi,Madhya Pradesh,"known as the 'queen of satpura,' this hill station offers a mix of natural beauty, including waterfalls, caves, and viewpoints, along with historical and religious sites. explore the quieter trails and viewpoints for a more secluded experience.",-87.490594,176.75491,remote nature-based locations,"meditation, rafting, water sports",1000,"jatashankar temple, shri panch pandav caves, bee falls, handi khoh, bison lodge museum",remote_nature,3,5,Low,3,"[0.45354889750124305, -0.08991112557823223, -0.16114812996513686, -0.17281387536953113, 0.3076295747642612, -0.09804651598796557, 0.08635334769802164, 0.3210371988639872, -0.09583254997502912, 0.07015458232425303, 0.09647922060733749, -0.10937516164147129, 0.07290251559992765, 0.06172966851015663, 0.003744848114209484, -0.19336093588086367, 0.0684293885282382, -0.012754659431219341, -0.014090208409352167, 0.10654415233994462, 0.009950959539556412, -0.027575038018776372, -0.052558210758788006, -0.07540961287593106, 0.08636126510897747, -0.06037825264476811, -0.014422119940817529, -0.07823906221586377, 0.12374789798927333, 0.13650727092380774, -0.025305815571200506, -0.10506389912863352, 0.09438652167503359, 0.035244346486713284, 0.034573623226151845, 0.130180854183243, 0.14671035706084903, -0.10144062168493487, 0.06439441163009617, 0.055752528891174706, 0.1268234990919792, -0.03955141652500946, 0.075089625882727, -0.23516796326405223, 0.14696204001184038, -0.14693313351607312, -0.09718106338351631, -0.005783451071014591, -0.04114551970854081, 0.0007168750499753551, -0.0352381426637634, 0.3241374102131241, 0.19003055299518368, -0.04697885290214396]",0.13999999999999999
38,Orchha,Madhya Pradesh,"a historical town on the banks of the betwa river, known for its well-preserved palaces and temples built by the bundela rajput kings. offers a less crowded alternative to other popular historical sites in india.",-63.845306,-18.790734,local or weekend getaways,"boating, historical exploration, nature walks, water activities, cultural immersion",1000,"jehangir fort, ram raja temple, river betwa",local_getaway,5,3,Low,1,"[0.3236996278267962, -0.061289827952156165, 0.2821958996740333, -0.13554602061262783, -0.02130455114573392, 0.03720228839012554, 0.14462774849005264, 0.3583915858209388, -0.06427391202708066, 0.09693494804263604, 0.03173696737357732, 0.2316044965508408, -0.056407613055598535, -0.239659655444552, -0.019398828107219587, -0.04854142720362545, 0.16725005692491735, 0.06980733712819245, 0.039982292819830866, -0.12046614738243824, 0.058826098104556565, 0.09525518793190274, -0.05839109802936258, 0.008278330323963176, 0.11683673059732659, -0.2001363057555721, -0.1522950300470014, -0.09646718443444043, -0.09761905822738734, 0.04306016870422485, -0.07843165848240191, 0.18848876541222453, 0.15936618823809534, -0.09277572634158072, 0.04688830219478234, -0.013453765755000957, -0.28660616879395456, 0.1448570299012934, -0.23592243403657662, -0.2251122516330578, -0.10721859543667644, -0.0038744733833832035, 0.056082350222609115, 0.02742041341945161, 0.012728318230135326, 0.023955575753407003, -0.07504743349866176, 0.04123493561245354, -0.08516087315253976, 0.050083179808819, 0.06970467014646292, 0.10122951977379861, -0.10951646906978646, 0.017579016654717877]",0.06805555555555555
39,Khajuraho,Madhya Pradesh,"while the western group of temples is the most famous, visiting during early mornings or late afternoons can offer a less crowded experience to appreciate the intricate sculptures.",85.326374,-80.149522,local or weekend getaways,"yoga, cultural immersion, cycling",9800,"beni sagar dam, khajuraho light and sound show, jain museum, raneh fall, dhubela museum",local_getaway,3,5,Medium,0,"[0.24783736642730822, -0.28399198646992074, 0.010655747702791098, -0.049728376633319284, -0.014458708877372219, 0.3266854843953346, -0.016013970619720153, 0.026457911138801016, 0.036917221289178785, 0.25446837429024227, -0.1456808665737776, 0.2712769926906203, -0.2121767751013967, -0.027327577574591755, -0.1893613554575247, 0.24385705282428186, -0.13585299670046916, 0.003168792255581889, 0.21940234773844935, -0.04312785020779787, -0.03141849084044124, 0.003106044670489439, 0.2128843197701843, -0.11908386930098336, 0.0218177687310836, -0.07419299689293458, -0.08482842083696268, 0.024131602780934285, 0.015231232763719783, -0.19573906688623635, -0.12340012712281252, -0.07346711330210134, 0.007657942045403784, 0.12946048478067482, 0.1180262461867616, -0.12569112641035377, -0.045712150341981964, -0.2520401533086755, -0.009908056723138266, 0.09299631139990971, 0.08311108215408972, 0.01839379688271267, -0.029332015907416, -0.1958292870154865, -0.18983904506535473, 0.06268892906628758, -0.027253781390663524, 0.06661337143520071, 0.08084511162450493, -0.06705585192191581, -0.12389101728768884, 0.05659790354808378, 0.03475517771896792, 0.015300995735454879]",0.10555555555555557
40,Bhedaghat (Beyond The Marble Rocks),Madhya Pradesh,"while the marble rocks are popular, explore the surrounding areas along the narmada river for quieter viewpoints and a more peaceful experience of the stunning natural formations.",-33.992177,-163.612851,remote nature-based locations,"trekking, historical exploration, cultural immersion",400,"dhuandhar falls, chausath yogini temple, ghughra waterfall, bhedaghat boating point",remote_nature,3,4,Low,2,"[0.42066713049234694, -0.3202444776821306, -0.21735342514221506, -0.12073090945667796, -0.14215270715388428, -0.16188014090272476, 0.010577568100831727, 0.15555002592049155, -0.07219075735883171, -0.06495562885893946, 0.023298962636770115, -0.21080567748941068, -0.09760650025716532, 0.06977285626890269, -0.008707344724823474, -0.22052246301046083, -0.00332209456185892, 0.08172164373573199, 0.03339528214596366, 0.11476381494834967, -0.06765435169720953, 0.08727265899272668, -7.494726917347747e-05, -0.003782562961524674, 0.05296447915785182, -0.18809297389949117, 0.015191389647666585, 0.05996466330686615, 0.19231899706001798, 0.08683422050297347, -0.06882647772070775, -0.12633440480845215, -0.12898548742053567, 0.05495039703791507, 0.0072453298553998395, 0.1073780893608906, -0.16684690176302805, -0.12705487991410513, -0.041443278714861066, -0.03174165644246289, 0.07254831446073172, -0.05337376427257273, -0.0005699525436677136, -0.1452809502279615, -0.1726172759371186, 0.10788524121364468, 0.11984797562865163, -0.19184144414288867, -0.14458386981988902, 0.09155836346829195, 0.07042807203081827, -0.2776309990443112, -0.13353948887991124, -0.03294810308050946]",0.39
41,Mandu,Madhya Pradesh,"an ancient fort city with a rich history and impressive afghan architecture, including palaces, mosques, and tombs. often less crowded than other historical sites, offering a chance to explore its grandeur at a relaxed pace.",-79.551499,145.811858,local or weekend getaways,"meditation, bird watching, yoga, camping",200,"nilkanth mahadev temple, hathi mahal, kakra khoh waterfall",local_getaway,4,3,Low,3,"[0.20199897730096472, -0.06144430122148725, 0.44913390168496437, -0.19793917836238104, 0.16975377730395041, 0.17092936238095688, 0.09671052922455187, 0.16152628022809193, -0.1521713399766628, 0.008990526012488594, 0.10397694586434214, 0.11399992799118423, 0.048595933917614464, -0.005801055342724613, -0.10118143548364042, -0.2983671820468916, 0.2460554334672999, 0.06554952430898829, 0.1589746826949351, -0.07962340625918353, 0.1637591116048694, 0.01895712865102179, -0.14935063091866704, -0.05706790598318951, -0.084803878731831, 0.04250691981365821, 0.14380471850657797, 0.08332672644166876, -0.1143660609518009, -0.08824000953968333, 0.03332804194012784, -0.10928776013188851, 0.08032431090219164, 0.03869174116481976, -0.10118678573264321, -0.10794693699861124, 0.11313325790648934, 0.07667977296360766, -0.013414972948788973, 0.2321326898187132, 0.011053486611181874, -0.06027341119565323, -0.23345281685700325, 0.0363364978901122, -0.0053621682715085965, -0.004883083055068266, 0.16686448906983892, -0.04405887327909103, 0.05399919567000975, 0.034730117043683624, -0.05660607395339146, -0.18918212033014048, 0.12907131932890875, -0.028906474643895137]",0.21666666666666665
42,Kanha National Park'S Buffer Zones,Madhya Pradesh,"while the core zones require permits, exploring the buffer zones can offer opportunities for wildlife sightings and experiencing the natural beauty of the region with fewer tourists.",62.286389,-15.356076,remote nature-based locations,"sightseeing, water sports",0,"nature trails and village visits, khatia, khapa and phen zone",remote_nature,2,3,Medium,0,"[0.2919560367631266, -0.1470093192604948, -0.15918886020127831, -0.05706615439928602, -0.08728517380875166, 0.13608422404572643, -0.05860110512168293, -0.05854830078057279, -0.09498248527667784, 0.11958649939010799, -0.07895719215961483, 0.09189511158219857, -0.07877871035659631, 0.17201914340227295, -0.2871404327242996, -0.056845583321685426, -0.2318050204174518, -0.09594253419567728, -0.2383196588564245, -0.0436521917929439, 0.26309641331719735, 0.230876965125567, -0.14437288670611667, -0.21543694876519462, 0.10335056535311124, 0.20718008344537697, -0.02721765216058899, -0.1492149390081158, 0.06894474435548113, -0.07798591473844461, 0.3684403788888392, 0.10163061643677244, 0.042724385747164605, -0.08851432947253429, -0.17237141271077147, 0.12819945129137625, 0.05261636159292902, -0.004648189448364708, -0.10287507395182197, -0.14160222601083686, -0.04354150860494747, 0.1289849569266566, -0.07608067259534956, -0.06933301637889522, 0.024709437845653485, 0.05333593023712533, 0.022824892872441577, -0.05350417633744549, 0.0009156092274777202, 0.005335985823947697, 0.006650427131690079, -0.015989676496092068, 0.011979472970199138, -0.03818098018255195]",0.1
43,Ziro Valley,Arunachal Pradesh,"home to the unique apatani tribe known for their distinct culture and sustainable agricultural practices. the valley offers stunning landscapes, rice paddies, and a glimpse into a fascinating tribal way of life.",-39.44931,-169.71186,remote nature-based locations,"rafting, meditation",5600,"tarin fish farm, siikhe lake, pine grove (myolyang), meghna cave temple",remote_nature,2,4,Medium,2,"[0.30959469382875, 0.037536177217391276, 0.0968073535031504, 0.35017892339435086, -0.03686883338732164, 0.009443202282882495, 0.021909004005824195, -0.11163463702190603, 0.037117406808175615, -0.0773484971281651, 0.13793183155720204, -0.11201861531939894, -0.10184275290966463, -0.2836716356878407, -0.07971317970906511, -0.1649435434123964, -0.2415446529282098, -0.1509430763229885, 0.18307688336079517, 0.06010548833038672, -0.04052339034757126, -0.24286729702123408, -0.13700856885662116, -0.08426303269523402, 0.18845893786063203, -0.08173226599924673, 0.09808351944340925, -0.23650199822933837, -0.02210746034201567, -0.0658460810960158, -0.0027110011355102786, 0.0543761659042655, -0.021371821818294896, -0.0363070344437134, 0.290941490301796, 0.14661440392938133, 0.07973067134304129, 0.13275370662684918, -0.002933157152179117, 0.13562428285333936, -0.22582379690476467, 0.08219932679028472, -0.12160619194791335, -0.07201604824097017, -0.1237000510599491, -0.03732645450114452, -0.03642037924354913, -0.14629258941687978, 0.04148575485288509, -0.03021050249244018, 0.043029523709323295, 0.02358890338475536, 0.005181722728345765, 0.01428024378021947]",0.39499999999999996
44,Mawlynnong,Meghalaya,"known as 'god's own garden' and often cited as the cleanest village in asia. explore its living root bridges, cascading waterfalls, and well-maintained surroundings.",57.984956,175.085471,remote nature-based locations,"historical exploration, yoga, cycling",10000,"mawsmai cave, roots bridges, waterfall, church of epiphany",remote_nature,3,4,Medium,4,"[0.19192077176883338, 0.10491737459167244, 0.03994388340109521, -0.08335175653251582, 0.14736013497730768, -0.08381531202281962, 0.29073498973332423, 0.1756650374225093, -0.15835677382487343, -0.1150355096695189, -0.26903680110332623, 0.2086914144484032, -0.0953750838456551, 0.1310371910176017, 0.3019383222578557, -0.06228169103592772, -0.06344831353786545, -0.1888727573542188, -0.009385991725485736, 0.26831160838162793, -0.1617841876789162, -0.06199672913044334, -0.03637525969213204, -0.17296174022835567, -0.027126886375658178, 0.26291876343700143, 0.1912179487617757, -0.1264978686331372, -0.020009662468325896, 0.009754281876790886, -0.2029437841893815, 0.30661171839611295, -0.10113220496439634, -0.014568161803852711, -0.025571496855330885, -0.060238887067941026, 0.09363529240077909, -0.1815177211051123, -0.11876271198070365, -0.04573351335413933, -0.0378642320570558, -0.018141487075281744, 0.010376509573865288, 0.027021107635172164, -0.014330715200912602, 0.025221180052091712, -0.03910405513499568, -0.0036984331939993935, 0.05382975578510222, -0.023016089155317068, -0.036196931125830036, -0.0911434982644602, -0.04582131796958238, -0.0039415265773499195]",0.6
45,Champhai,Mizoram,"a picturesque town near the indo-myanmar border, known for its rolling hills, vineyards, and the stunning views of the surrounding mountains. offers a unique cultural experience and natural beauty.",-39.716297,-139.838577,remote nature-based locations,historical exploration,3400,"thasiama seno neihna, rih dil lake, lengteng wildlife sanctuary, kungawrhi puk (cave)",remote_nature,1,4,Low,2,"[0.43616510017455523, 0.005356267213715571, -0.10999322489729343, 0.07093123737696111, -0.2976812411089427, -0.10661338307688223, 0.26303080692413067, 0.06417296331121168, 0.20085449164960137, 0.289791451603266, -0.061508789737651184, -0.20939431830989097, 0.023526451629040383, 0.055180222155055664, -0.03763511912479377, -0.17624455557364802, 0.13522445293567306, -0.08351283471915716, -0.11133838331029507, -0.17668227918990656, -0.09463600362273912, -0.054373673178531826, 0.02434859974524438, 0.009388659840910809, -0.057226809694812975, 0.03260957844781781, -0.08630811347972867, -0.026041464073451984, 0.04100012607492386, -0.13735802819326018, -0.007747638039987752, 0.04204501354187222, 0.0013391502161778281, -0.06966073796606018, -0.053077036330380904, -0.07432703308212182, 0.025747630757816393, -0.006183714219827492, 0.07960646446684733, 0.07854319763761704, -0.039749341914116165, -0.13073256341042833, 0.010648606862137915, 0.09148243320057996, -0.07154820244870456, 0.04742258816760696, -0.071281487759277, -0.00702875609306337, 0.3308648911003421, 0.2712818615475133, -0.04227275028149241, 0.08693487643982648, -0.09484421730440087, -0.16589431395445692]",0.21250000000000002
46,Tawang,Arunachal Pradesh,"beyond the famous tawang monastery, explore the lesser-known gompas and monasteries scattered across the region, offering a more secluded and authentic spiritual experience.",61.741841,-101.210262,"remote nature-based locations, spiritual and religious retreats","photography, boating, fishing, historical exploration, water activities",1000,"sela and bumla pass, nuranang falls, war memorial, buddhist monastery",remote_nature_religious,5,4,Low,0,"[0.31779816320596743, -0.21933630276526017, -0.019449931035968683, -0.007668054097196475, 0.18352385816648242, -0.011887402210626263, -0.09890808899650431, -0.044117734595972936, 0.10534383143302471, 0.12966126964909655, -0.08120295094314064, -0.044393149821529025, 0.1727609080726417, 0.22908508343496323, 0.29930162186486886, 0.0829777147408901, -0.05394053454275743, 0.24510867526031177, -0.13029565213069624, 0.04609106749489145, 0.06593991717589966, -0.14415386030284832, -0.08335136707990576, -0.18970637675433386, 0.3028731307494587, -0.10322485952587078, 0.0856963620010541, 0.06567200395473792, -0.21460516752689235, -0.25953655541937504, -0.14948821148929756, -0.13583432720944968, -0.01910788806772296, -0.24273140886051026, -0.05349265783408802, 0.17571385020208385, -0.013599208121554364, 0.08006261079402702, 0.03256660546143909, 0.03596630726837161, -0.004199661941182256, -0.05108893598264636, -0.1024548519178109, 0.023687508085258338, 0.012112562089852886, 0.11927214128245933, 0.05202388428100797, 0.13551207820928848, -0.0309261640969034, -0.03186878274241636, -0.024851237404828398, 0.04453650101695806, -0.11802377605568394, 0.04036666027304338]",0.375
47,Jaldapara National Park,West Bengal,"while known for its one-horned rhinoceros, explore the quieter sections of the park for a chance to spot other wildlife and enjoy the serene forest landscapes away from the main tourist routes.",-31.126441,97.588625,remote nature-based locations,"wildlife safari, bird watching, trekking, orchads",3000,"cooch behar palace, tea estate, buxa tiger reserve",remote_nature,4,3,Low,3,"[0.38076750720233543, -0.14047357170829322, 0.2116269835476514, -0.12819226374595588, -0.1311217867931669, -0.10724618634733638, -0.208031347672431, -0.1368081865353411, -0.22303842287766726, -0.21999681586602707, -0.06927539974892982, -0.023161076480386473, -0.10263260820773369, 0.039817399293505196, -0.11320069753449297, -0.009195621224441088, -0.004042242764360571, -0.028011369060583588, -0.03272160484001143, -0.20561917655413547, -0.21076376722690277, 0.05208813475804202, -0.10525929454212415, -0.2363723592777407, 0.06253376008232837, 0.07958745697047687, -0.13137338598209497, 0.00989177905065943, -0.10481914972572554, 0.0964300574340256, -0.082396312155968, 0.1005161816904293, 0.11536994106412891, 0.16756350788187346, -0.039634296772583136, 0.11363302125619533, 0.04098939624834294, 0.1727763870006451, 0.13725838120269526, 0.21794008164645226, 0.0003766111748362616, -0.0908439075103743, 0.357166830313681, -0.07152525589663546, 0.023208110996537204, 0.0863946445684392, 0.03638319740662529, 0.10912114970438311, 0.0596639477299716, -0.07286873408875931, -0.01748978010201196, -0.03938299317040407, -0.0720134571789728, 0.006104381570742669]",0.14722222222222223
